filename,caption
8575.png,"['একজন পুরুষ রাস্তা দিয়ে হেঁটে যাচ্ছে।', 'সাদা টিশার্ট ও জিন্স পরা একজন লোক রাস্তা দিয়ে হেঁটে যাচ্ছে।']"
8576.png,"['চারজন ছাত্র সাইকেল চালিয়ে আসছে।', 'চারজন স্কুল ছাত্র সাইকেল চালিয়ে যাচ্ছে।']"
8577.png,"['শাড়ী পরিহিত একজন নারী বসে আছে।', 'হলুদ শাড়ি ও মাথায় গোলাপি হেজাব লাগিয়ে একটা মেয়ে হাঁসি মুখে বসে আছে।']"
8578.png,"['একটি শিশু তাকিয়ে আছে।', 'একটা ছেলে পাশে মোমবাতি জ্বালিয়ে টেবিলের উপর হাত রেখে বসে আছে।']"
8579.png,"['একটি ভেলাতে দুইজন মানুষ আছে।', 'দুইটা ছেলে নদীতে মাছ ধরছে আর পাশে কয়েকটা হাঁস নদীতে সাঁতার কাটছে।']"
8580.png,"['সমুদ্রের পারে একজন নারী দাড়িয়ে আছে।', 'নীল জামা পরা একটা মেয়ে সমুদ্রের ধারে দাঁড়িয়ে আছে।']"
8581.png,"['পানিতে একটি শিশু আছে।', 'শার্ট, প্যান্ট পরা একটা ছেলে পানিতে দাঁড়িয়ে আছে।']"
8582.png,"['একজন পুরুষ রিক্সা চালিয়ে আসছে। আশেপাশে কয়েকটি রিক্সা আছে।', 'রাস্তায় কয়েকটা রিকশা থামানো আর একজন রিকশা চালক রিকশা চালিয়ে যাচ্ছে।']"
8583.png,"['একজন বালক বসে আছে।', 'একটা ছেলে গাড়ির ভিতর বসে গাড়ির যন্ত্রাংশ ঠিক করছে।']"
8584.png,"['পাঁচজন পুরুষ বসে আছে।', 'হলুদ টিশার্ট পরা একজন লোক সাদা টিশার্ট পরা লোকের শেভ করে দিচ্ছে আর পাশ থেকে কয়েকজন লোক তাকিয়ে তা দেখছে।']"
8585.png,"['কয়েকটি শিশু দৌরে আসছে।', 'কয়েকজন ছেলে ঘাসের উপর দিয়ে দৌড়ে যাচ্ছে।']"
8586.png,"['চারজন শিশু পানিতে আছে।', 'ভারজন ছেলে খালি গায়ে নদীর পানিতে সাঁতার কাটছে।']"
8587.png,"['দুইজন বালক দৌরে যাচ্ছে।', 'দিতা ছেলে গ্রামের রাস্তা দুয়ে দৌড়ে যাচ্ছে আর পিছনে ইছনে একটা কুকুর ও আছে।']"
8588.png,"['তিনটি গরু ও একজন মানুষ আছে।', 'একটা মাঠের মধ্যে কয়েকটা গরু দাঁড়িয়ে আছে।']"
8589.png,"['অনেকগুলো মানুষ দাড়িয়ে আছে।', 'একটা ভাস্কর্যের সামনে দাঁড়িয়ে অনেক মানুষ প্রতিবাদ সমাবেশ করছে।']"
8590.png,"['একটি শিশু বসে আছে।', 'সবুজ ঘাসের উপর একটা বাচ্চা হাঁসি মুখে বসে আছে।']"
8591.png,"['কয়েকজন নারী অনেকগুলো মরিচের উপর বসে আছে।', 'কয়েকজন সশাড়ি পরা মহিলা ঝুড়িতে করে লাল মরিচ উঠাচ্ছে।']"
8592.png,"['অনেকগুলো পুরুষ আছে।', 'একটা লোক নৌকায় রাখা চালের ঝুড়ি থেকে চাল মেপে দিচ্ছে আর কয়েকজন লোক তা নেবার জন্য লাইন ধরে দাঁড়িয়ে আছে।']"
8593.png,"['দূরে একজন মানুষ ছাতা নিয়ে হেঁটে যাচ্ছে।', 'উপরে মেঘলা আকাশ চারদিক অন্ধকারাছন্ন আর তার মাঝে রাস্তা দিয়ে একজন লোক ছাতা মাথায় দিয়ে হেঁটে যাচ্ছে।']"
8594.png,"['একজন শিশু পানিতে ঝাঁপ দিচ্ছে। পানিতে দুইটি শিশু আছে।', 'একটা ছেলে পুকুরে ঝাঁপ দিচ্ছে আর দুইজন ছেলে পানিতে সাঁতার কাটছে।']"
8595.png,"['একজন মানুষ হেঁটে যাচ্ছে।', 'একটা ছত ছেলে রাস্তা দিয়ে দৌড়ে যাচ্ছে আর আকাশে চারটা পাখি উড়ছে।']"
8596.png,"['অনেকগুলো শিশু খেলছে।', 'পানঞ্জাবি, পায়জামা ও টুপি পরা কয়েকজন ছেলে ফুটবল নিয়ে খেলা করছে।']"
8597.png,"['অনেকগুলো ছেলে শিশু আছে।', 'পানঞ্জাবি, পায়জামা ও টুপি পরা কয়েকজন ছেলে হাঁসি মুখে একসাথে দাঁড়িয়ে আছে।']"
8598.png,"['একটি নৌকায় একজন মানুষ আছে।', 'নদীতে মাঝি একা একটা নৌকা বাইচে।']"
8599.png,"['একটি পশু আছে।', 'একটা তারের উপর দিয়ে একটা কাঠবিড়ালি বাদাম মুখে নিয়ে হেঁটে যাচ্ছে।']"
8600.png,"['দুইজন পুরুষ ও একটি শিশু আছে।', 'একটা লোক একটা বাচ্চাকে কোলে নিয়ে বসে আছে আর একজন লোক বাচ্চাটার চুল কেটে দিচ্ছে।']"
8601.png,"['একজন মানুষ বসে আছে। দূরে কয়েকজন মানুষ আছে।', 'ট্রেন স্টেশনে একজন লোক মোবাইল হাতে নিয়ে বসে আছে।']"
8602.png,"['কয়েকজন মানুষ দাড়িয়ে আছে।', 'সমুদ্রে পাড়ে কয়েকজন লোক একটা নৌকার সামনে দাঁড়িয়ে আছে।']"
8603.png,"['একটি ছাতা আছে।', 'বাইরে একটা জানালার পাশে একটা কুকুর শুয়ে আছে আর জানালার মধ্যে একটা ছাতা ধরা আছে।']"
8604.png,"['সূর্যাস্তের সময় নৌকায় দাঁড়িয়ে কয়েকজন লোক একসাথে মাছ ধরার জাল টেনে তুলছে।', 'নৌকায় কয়েকজন মানুষ আছে।']"
8605.png,"['একজন লোক একটা বাচ্চাকে কোলে নিয়ে দাঁড়িয়ে আছে।', 'একজন পুরুষ একটি শিশু কোলে নিয়ে আছে।']"
8606.png,"['একজন মহিলা একটা বাচ্চাকে নিয়ে মাটির ঘরের পিড়াতে বসে পায়ে হাত দিয়ে কিছু করছে।', 'একজন নারী ও একটি শিশু বসে আছে।']"
8607.png,"['নীল শার্ট ও চোখে চশমা পরে একজন ছেলে দাঁড়িয়ে আছে।', 'একটি শিশু চোখে চশমা পরে আছে।']"
8608.png,"['একজন লোক নৌকায় শুয়ে ক্যামেরা দিয়ে ছবি তুলছে।', 'একজন মানুষ শুয়ে থেকে ক্যামেরা দিয়ে ছবি তুলছে।']"
8609.png,"['একজন বৃদ্ধ লোক সবুজ গাছপালার মাঝে দাঁড়িয়ে কাজ করছে।', 'একজন বৃদ্ধ পুরুষ কাজ করছে।']"
8610.png,"['আদা, রসুন, পেয়াজের দোকানে বসে একজন লোক চা পান করছে।', 'একজন পুরুষ বসে চা খাচ্ছে পিছনে কয়েকজন মানুষ আছে।']"
8611.png,"['একজন লোক দাঁড়িয়ে বেলন দিয়ে রুটি বেলছে।', 'একজন পুরুষ দাড়িয়ে কাজ করছে।']"
8612.png,"['একজন লোক বস্তা বোঝাই করা ঠেলা গাড়ি ঠেলে নিয়ে যাচ্ছে।', 'একজন পুরুষ হেঁটে আসছে। পিছনে কয়েকজন মানুষ বসে আছে।']"
8613.png,"['একজন বাচ্চা ছেলে গলা পানিতে নেমে হাঁসি মুখে বসে আছে।', 'পানিতে একটি শিশু আছে।']"
8614.png,"['একজন শারীরিক প্রতিবন্ধী লোক গলায় একটা ঝোলা ও একটা কাগজ ঝুলিয়ে দাঁড়িয়ে আছে।', 'কয়েকজন মানুষ আছে।']"
8615.png,"['নদীতে একজন লোক নৌকা বাইচে আর নদীর পাড়ে একজন লোক ক্যামেরা হাতে ছবি তুলছে। ', 'জলাশয়ের পাশে একজন মানুষ দাড়িয়ে আছে। নৌকায় একজন মানুষ বসে আছে।']"
8616.png,"['দরজাল সামনে কয়েকজন ছেলে মেয়ে ও একজন মহিলা দাঁড়িয়ে আছে।', 'কয়েকটি শিশু ও একজন নারী আছে।']"
8617.png,"['পাহাড়ি এলাকায় পাথরের উপ অনেক মানুষ দাঁড়িয়ে ও বসে আছে।', 'অনেকগুলো মানুষ দেখা যাচ্ছে। দূরে পাহাড় আছে।']"
8618.png,"['সমুদ্রের পাড়ে দাঁড়িয়ে একজন লোক মাছ ধরার জাল ফেলছে।', 'সমুদ্রের পানিতে একজন মানুষ জাল ফেলছে।']"
8619.png,"['চারজন কৃষক ধান গাছের আটি বাঁধছে।', 'চারজন মানুষ জমিতে কাজ করছে।']"
8620.png,"['একটা বাচ্চা ছেলে সমুদ্রের পাড়ে বসে হাত দিয়ে বালু ধরছে। ', 'একটি শিশু বসে আছে।']"
8621.png,"['একজন লোক দদাঁড়িয়ে মাটির তৈজসপত্র বানাচ্ছে।', 'দুইজন পুরুষ, একটি শিশু ও একজন নারী আছে।']"
8622.png,"['একজন মহিলা মাটিতে কয়েকটা কাপড় বিছিয়ে পাশে শুয়ে আছে।', 'একজন মানুষ শুয়ে আছে।']"
8623.png,"['সাদা জামা পরা একটা বাচ্চা মেয়ে হেঁটে যাচ্ছে।', 'একটি শিশু হেঁটে আসছে।']"
8624.png,"['একজন লোক নদীতে মাছ ধরার জাল ফেলছে।', 'পানিতে একজন পুরুষ আছে।']"
8625.png,"['সারি পরা একজন মহিলা মোম্বাতি জালাচ্ছে আর পাশে একজন মেয়ে বসে বই পড়ছে।', 'দুইজন নারী বসে আছে।']"
8626.png,"['একজন লোক বসে বাঁশ চাঁচ্ছে।', 'একজন পুরুষ বসে আছে।']"
8627.png,"['একজন মহিলা দুই হাত জড়ো করে দাঁড়িয়ে আছে।', 'একজন বয়স্ক নারী আছে।']"
8628.png,"['একজন লোক গ্লাসে রাখা পানির সাথে লেবুর রস দিচ্ছে।', 'কয়েকটি গ্লাস আছে।']"
8629.png,"['শার্ট পরা একজন ছেলে বসে তাকিয়ে আছে।', 'একজন বালক তাকিয়ে আছে।']"
8630.png,"['দুইজন কৃষক চারটা গরু দিয়ে নদীতে হাল চাষ করাচ্ছে।', 'দুইজন পুরুষ ও চারটি গরু আছে।']"
8631.png,"['সমুদ্রের পাড়ে একটা ছেলে দদাঁড়িয়ে হাসছে আর তার পিছনে দুইজন দম্পতি হেঁটে যাচ্ছে।', 'কয়েকজন মানুষ আছে।']"
8632.png,"['হলুদ জামা পরা একটা বাচ্চা শিশু উপুড় হয়ে শুয়ে হাঁসি দিয়ে খেলছে।', 'একটি শিশু আছে।']"
8633.png,"['দুইপাশের সবুজ ধান ক্ষেত ও মাঝের কাঁচা রাস্তায় একজন লোক ছাতা মাথায় ধরে দাঁড়িয়ে আছে।', 'একজন পুরুষ ছাতা নিয়ে দাড়িয়ে আছে।']"
8634.png,"['একজন মহিলা দেয়ালে ডেলান দিয়ে হাতে সিগারেট নিয়ে বসে আছে আর একজন মহিলা উপুড় হয়ে শুয়ে থাকা বাচ্চাকে ধরে বসে আছে।', 'দুইজন নারী ও একটি শিশু আছে।']"
8635.png,"['শার্ট, প্যান্ট পরা একজন লোক একটা ব্যাগ কাঁধে নিয়ে হেঁটে যাচ্ছে।', 'একজন মানুষ রাস্তা দিয়ে হেঁটে যাচ্ছে। দূরে তিনজন মানুষ আছে।']"
8636.png,"['একজন লোক পাটের বোঝাই কাধে নিয়ে দাঁড়িয়ে আছে।', 'একজন পুরুষ আছে।']"
8637.png,"['নদীতে অনেকগুলো হাঁস সাঁতার কাটছে আর একজন লোক ধর্মজাল দিয়ে মাছ ধরছে।', 'দূরে মানুষ দেখা যাচ্ছে।']"
8638.png,"['সবুজ ধান ক্ষেতের মাঝে একটা বাঁশের উপর একটা কালো রঙের পাখি বসে আছে।', 'একটি পাখি আছে।']"
8639.png,"['সবুজ ধান ক্ষেতের মাঝের রাস্তা দিয়ে একজন লোক ও তার পিছে একজন ছোট ছেলে একসাথে হেঁটে যাচ্ছে। ', 'ফসলের জমির মাঝ দিয়ে দুইজন মানুষ হেঁটে যাচ্ছে।']"
8640.png,"['দুইজন ছেলে কাঁধে শাপলা ফুল নিয়ে দাঁড়িয়ে আছে।', 'দুইজন মানুষ আছে।']"
8641.png,"['একজন লোক একটা খরগোশ টুপি মাথায় দিয়ে দাঁড়িয়ে আছে।', 'একটি শিশু আছে।']"
8642.png,"['একটা নৌকায় অনেকগুলো মহিলা বসে আছে আর সাদা পাঞ্জাবি পরা একজন বৃদ্ধ লোক সেই নৌকা বাইচে।', 'একটি নৌকার উপর কয়েকজন নারী ও একজন পুরুষ বসে আছে।']"
8643.png,"['একজন লোক দুইটা গরু দিয়ে জমিতে হাল চাষ করাচ্ছে।', 'তিনজন পুরুষ ও কয়েকটি গরু দেখা যাচ্ছে।']"
8644.png,"['কয়েকজন ছেলে একটা মাঠের মধ্যে ফুটবল খেলছে।', 'অনেকগুলো বালক ফুটবল খেলছে।']"
8645.png,"['সাদা জামা পরা একটা বাচ্চা মেয়ে বসে আছে।', 'একটি শিশু বসে আছে।']"
8646.png,"['রাতের বেলায় একজন লোক সাইকেল চালিয়ে যাচ্ছে আর গাড়ির হেড লাইটের আলো সাইকেলের উপর পরেছে।', 'একজন মানুষ একটি সাইকেল চালাচ্ছে।']"
8647.png,"['পাঁচজন লোক মিলে একটা জাল টেনে তুলছে।', 'পাঁচজন পুরুষ জাল টানছে।']"
8648.png,"['লাল-সাদা জামা পরা একটা বাচ্চা মেয়ে হাঁসি দিয়ে তাকিয়ে আছে।', 'একটি শিশু হাসছে।']"
8649.png,"['একজন লোক বসে আছে।', 'একজন পুরুষ বসে আছে।']"
8650.png,"['দুইজন লোক মিলে লাঠি লড়াই করছে আর পাশে অনেক মানুষ ভিড় করে দাঁড়িয়ে তা দেখছে।', 'অনেকগুলো মানুষ আছে।']"
8651.png,"['রাতের আলোতে কয়েকজন লোক মোবাইল হাতে নিয়ে ছবি তুলছে।', 'অনেকগুলো মানুষের কোলাহল দেখা যাচ্ছে।']"
8652.png,"['একটা ছোট মেয়ে একটা বাচ্চাকে কাঁখে করে নিয়ে হেঁটে যাচ্ছে।', 'একজন বালিকা একটি শিশু কোলে নিয়ে হেঁটে আসছে।']"
8653.png,"['বালু ভর্তি একটা নৌকায় একজন লোক বসে ও একজন লোক দাঁড়িয়ে আছে আর মাঝি নৌকা বাইচে।', 'একটি নৌকার উপর দুইজন মানুষ দাড়িয়ে আছে।']"
8654.png,"['নদীতে একটা নৌকায় একজন লোক ছাতা মাথায় ধরে বসে আছে।', 'একজন পুরুষ মাথার উপর ছাতা নিয়ে বসে আছে।']"
8655.png,"['সমুদ্রের পাড়ে টায়ারের সামনে কয়েকজন লোক দাঁড়িয়ে আছে।', 'সমুদ্রের পারে কয়েকজন মানুষ দাঁড়িয়ে আছে।']"
8656.png,"['সমুদ্রের পাড়ে একজন মহিলা দাঁড়িয়ে আছে।', 'একজন নারী তাকিয়ে আছে।']"
8657.png,"['দুইজন পুলিশ হেঁটে যাচ্ছে।', 'দুইজন পুরুষ হেঁটে আসছে।']"
8658.png,"['একটা খাবারের দোকানে একজন লোক বসে আছে।', 'একজন মানুষকে দেখা যাচ্ছে।']"
8659.png,"['দুইজন ছেলে নদীর পানিতে সাঁতার কেটে গোসল করছে।', 'পানিতে দুইটি শিশু আছে।']"
8660.png,"['নদীতে একটা নৌকায় তিনজন মানুষ দেখা যাচ্ছে।', 'দূরে মানুষ দেখা যাচ্ছে।']"
8661.png,"['একসাথে বসে থাকে কয়েকজন লোকের পা দেখা যাচ্ছে।', 'কয়েকজনের পা দেখা যাচ্ছে।']"
8662.png,"['দুইজন ছোট ছেলে বসে একটা গাড়ির চাকা ঠিক করছে।', 'দুইজন বালক কাজ করছে।']"
8663.png,"['দুইটা কাল রঙের গরু খেড় খাচ্ছে।', 'দুইটি গরু দাড়িয়ে আছে।']"
8664.png,"['সূর্যাস্তের সময় সূর্যের কমলা রঙের আলোয় নদীতে একজন লোক দাঁড়িয়ে ধর্মজাল দিয়ে মাছ ধরছে আর পাড়ে কয়েকজন ছোট ছেলে মেয়ে দাঁড়িয়ে তা দেখছে।', 'কয়েকজন  মানুষ দাড়িয়ে আছে।']"
8665.png,"['একজন ছেলে একটা গরুর দড়ি ধরে টানছে।', 'দুইজন মানুষ ও একটি গরু আছে।']"
8666.png,"['একজন ছেলে ও একজন মেয়ে একসাথে হাত ধরাধরি করে নাচছে।', 'একজন পুরুষ ও একজন নারী আছে।']"
8667.png,"['একজন ছেলে খেড়ের উপর হাত দিয়ে হাঁসি মুখে বসে আছে।', 'একজন বালক হাসছে।']"
8668.png,"['একজন লোক মাথায় একটা কার্টুন বোঝাই করে নিয়ে যাচ্ছে।', 'একজন পুরুষ মাথার উপর বোঝা নিয়ে আছে।']"
8669.png,"['একটা বাচ্চা ছেলে ট্রেনের জানালা দিয়ে তাকিয়ে আছে।', 'একটি শিশু আছে।']"
8670.png,"['হলুদ সরিষা ক্ষেতের মাঝে একজন বাচ্চা মেয়ে একটা পুতুল হাতে নিয়ে দাঁড়িয়ে আছে।', 'সরিষা ক্ষেতে একজন শিশু পুতুল নিয়ে দাড়িয়ে আছে।']"
8671.png,"['কয়েকজন ছেলে মেয়ে একটা সাঁকো পাড় হচ্ছে।', 'সাঁকোর উপর দিয়ে অনেকগুলো মানুষ হেঁটে যাচ্ছে।']"
8672.png,"['শাড়ি পরা একজন মহিলা কল চেপে কলসিতে পানি ভরছে।', 'তিনজন নারী ও কয়েকজন মানুষ আছে।']"
8673.png,"['একজন ছোট ছেলে একটা লোহার রড ধরে দাঁড়িয়ে আছে।', 'একটি শিশু আছে।']"
8674.png,"['দুইজন লোক কাঁধে কলস নিয়ে একটা কাঠের সিঁড়ি বেয়ে উপরে উঠছে।', 'দুইজন পুরুষ কলশী নিয়ে উপরে উঠছে।']"
8675.png,"['একটা বাচ্চা শিশু শুয়ে চোখ বড় বড় করে তাকিয়ে আছে।', 'একটি শিশু আছে।']"
8676.png,"['একটা ছোট বাচ্চা মেয়ে হাতে একটা ব্যাগ নিয়ে দৌড়ে যাচ্ছে।', 'একটি শিশু হেঁটে যাচ্ছে।']"
8677.png,"['একটা ছেলে একটা ব্রিজের উপর থেকে লাফ দিচ্ছে।', 'একজন মানুষ ঝাঁপ দিয়েছে।']"
8678.png,"['একজন মেয়ে একা দাঁড়িয়ে আছে।', 'একজন নারী হেঁটে যাচ্ছে।']"
8679.png,"['একজন লোক অ একটা ছোট ছেলে দুইজন মিলে মাঠে গাছাপালার নিচে ফুটবল খেলছে।', 'একজন পুরুষ ও একটি শিশু আছে।']"
8680.png,"['একটা মেয়ে হাঁসি দিয়ে তাকিয়ে আছে।', 'একজন নারী আছে।']"
8681.png,"['কয়েকজন শ্রমিক মিলে একটা বিল্ডিং তৈরির কাজ করছে।', 'অনেকগুলো মানুষ কাজ করছে।']"
8682.png,"['নদীতে একটা নৌকায় একজন মাঝি বৈঠা হাতে নৌকা বাইচে।', 'একটি নৌকার উপর একজন মানুষ আছে। দূরে পাহাড় আছে।']"
8683.png,"['কয়েকজন ছেলে মিলে ব্যাট বল হাতে নিয়ে ক্রিকেট খেলছে।', 'একজন মানুষ ব্যাটিং করছে। তার সামনে কয়েকজন মানুষ আছে।']"
8684.png,"['একজন ছেলে কুপি জ্বালিয়ে হাঁসি মুখে বসে আছে।', 'একজন বালক হাসছে।']"
8685.png,"['বোরকা পরা একজন মহিলা ছাতা মাথায় ধরে দাঁড়িয়ে আছে আর একজন লোক হাতে ব্যাগ নিয়ে হেঁটে যাচ্ছে । ', 'একজন পুরুষ ও একজন নারী আছে। পিছনে অনেকগুলো মানুষ আছে।']"
8686.png,"['নদীতে একটা নৌকায় একজন লোক শুয়ে আছে।', 'নৌকার উপর একজন মানুষ শুয়ে আছে।']"
8687.png,"['একজন লোক মাথায় ঝুড়ি নিয়ে ও এক হাতে একটা বাচ্চাকে ধরে হেঁটে যাচ্ছে।', 'একজন পুরুষ একটি শিশুর হাত ধরে হেঁটে আসছে।']"
8688.png,"['একজন বৃদ্ধ লোক দাঁড়িয়ে একটা জাল বুনছে।', 'একজন পুরুষ কাজ করছে।']"
8689.png,"['একটা ছোট ছেলে দাঁড়িয়ে ছিপ দিয়ে মাছ ধরছে।', 'একজন বালক দাড়িয়ে আছে।']"
8690.png,"['পাঞ্জাবি পরা একজন লোক একটা মাদুর কাঁধে নিয়ে হেঁটে যাচ্ছে।', 'একজন পুরুষ আছে।']"
8691.png,"['নীল শার্ট পরে ও মাথায় গামছা বেঁধে একজন লোক তাকিয়ে আছে।', 'একজন পুরুষ তাকিয়ে আছে।']"
8692.png,"['একটা গরু লাফাচ্ছে আর কয়েকজন লোক টাকে ধরার চেষ্টা করছে।', 'একটি গরু ও কয়েকজন মানুষ আছে।']"
8693.png,"['শ্রীমঙ্গল ট্রেন স্টেশনে কয়েকজন মহিলা পুরুষ দাঁড়িয়ে ও বসে আছে।', 'রেল স্টেশনে অনেকগুলো মানুষ দেখা যাচ্ছে।']"
8694.png,"['ছবি আঁকা দুইটা ডিম দুইটা কাচের গ্লাসে রাখা আছে।', 'দুইটি গ্লাসের উপর দুইটি ডিম আছে।']"
8695.png,"['একজন লোক মাটিতে ছাতা মাথায় ধরে শুয়ে আছে।', 'একজন মানুষ শুয়ে আছে। পাহাড় আছে।']"
8696.png,"['সমুদ্রের পাড়ে অনেক মানুষ দাঁড়িয়ে আছে আর একজন টায়ার হাতে নিয়ে হেঁটে যাচ্ছে।', 'সমুদ্রের পারে অনেকগুলো মানুষ দাড়িয়ে আছে।']"
8697.png,"['একজন মহিলা ও দুইজন মেয়ে দাঁড়িয়ে পাখি উড়া দেখছে আর একজন লোক দাঁড়িয়ে ছবি তুলছে।', 'কয়েকজন মানুষ দাড়িয়ে আছে।']"
8698.png,"['সূর্যাস্তের সময় কয়েকজন ছেলে মেয়ে সমুদ্রের পাড়ে দাঁড়িয়ে আছে।', 'সমুদ্রের পাঁচজন মানুষ দাড়িয়ে আছে।']"
8699.png,"['শাপলা বোঝাই একটা নৌকায় একজন ছেলে লাঠি হাতে নিয়ে বসে আছে।', 'একটি নৌকার উপর একজন মানুষ আছে।']"
8700.png,"['একজন লোক মাথায় পাটের বোঝা নিয়ে পাটের উপর দিয়ে হেঁটে যাচ্ছে।', 'একজন পুরুষ মাথার উপর বোঝা নিয়ে আছে।']"
8701.png,"['একটা ছেলে পুকুরের সিঁড়িতে বসে আছে আর দুইজন ছেলে পানিতে নামছে।', 'তিনজন মানুষ আছে।']"
8702.png,"['সৃতিসৌধ এর সামনে অনেক লোক দাঁড়িয়ে ও বসে আছে আর একজন লোক লাঠিতে অনেকগুলো পতাকা বেঁধে দাঁড়িয়ে আছে।', 'কয়েকটি পতাকা ও অনেকগুলো মানুষ আছে।']"
8703.png,"['রাতের বেলায় বৃষ্টিতে একজন লোক ছাতা মাথায় ধরে দাঁড়িয়ে আছে।', 'কয়েকজন মানুষ দাড়িয়ে আছে।']"
8704.png,"['রাস্তার ফুটপাতে জোড়ায় জোড়ায় মানুষ বসে আছে এর একজন লোক একা বসে আছে।', 'কয়েজন মানুষ বসে আছে।']"
8705.png,"['তিনজন ছেলে একটা ভেলা নিয়ে নদীতে গোসল করছে।', 'পানিতে তিনজন মানুষ আছে।']"
8706.png,"['একটা তারে কয়েকটা কাপড় মেলা আর একজন লোক হাতে কাপড় নিয়ে হেঁটে যাচ্ছে।', 'একজন পুরুষ আছে।']"
8707.png,"['সমুদ্রের পাড়ে ভিড়ানো একটা নৌকায় একজন লোক বসে আছে।', 'নৌকার উপর একজন মানুষ আছে।']"
8708.png,"['একজন লোক কোমর পানিতে নেমে গোসল করছে।', 'পানিতে একজন পুরুষ আছে।']"
8709.png,"['একটা বাচ্চা একটা পার্কের মধ্যে দাঁড়িয়ে দোলনা দেখছে।', 'এক্ত শিশু দাড়িয়ে আছে।']"
8710.png,"['একজন শাড়ি পরা মহিলা প্লেটে কালো কালো কিছু বানাচ্ছে।', 'একজন নারী বসে আছে।']"
8711.png,"['লাল-সবুজ জামা পরে কয়েকজন ছেলে মেয়ে সারিবদ্ধভাবে বই খাতা নিয়ে স্কুলে যাচ্ছে।', 'কয়েকটি শিশু হেঁটে যাচ্ছে।']"
8712.png,"['সমুদ্রের পাড় ধরে দুইজন ছেলে একসাথে হেঁটে যাচ্ছে।', 'সমুদ্রের পারে দুইটি শিশু আছে।']"
8713.png,"['মাটটিতে শুকানো ধানের সারির মধ্য দিয়ে একটা ছোট ছেলে লাফ দিচ্ছে।', 'একজন মানুষ আছে।']"
8714.png,"['সাদা পাঞ্জাবি, পায়জামা ও মাথায় টুপি পরা একজন লোক সাইকেল চালিয়ে যাচ্ছে।', 'একজন পুরুষ সাইকেল চালাচ্ছে।']"
8715.png,"['কমলার স্তূপের মাঝে বসে একজন লোক একটা পলিথিনে কমলা ভরছে।', 'একজন পুরুষ বসে আছে। চারপাশে অনেকগুলো ফল আছে।']"
8716.png,"['নদীতে দুইজন মাঝি দুইটা নৌকা বাইচে আর একটা নৌকায় একজন লোক বসে আছে।', 'দুইটি নৌকায় তিনজন মানুষ আছে।']"
8717.png,"['একটা ছেলে মাটিতে ছাতা ফেলে ঘরের বাইরে মাটিতে বসে বৃষ্টিতে ভিজছে।', 'একজন বালক পানিতে বসে আছে।']"
8718.png,"['নদীর ধারে একটা কুকুর দাঁড়িয়ে আছে।', 'একটি কুকুর আছে।']"
8719.png,"['দুইজন লোক হাঁটু পানিতে নেমে দাঁড়িয়ে আছে তাদের মধ্যে একজন কাঁধে শাক নিয়ে আছে।', 'পানিতে দুইজন পুরুষ আছে।']"
8720.png,"['একজন মহিলা হাতে খেড় নিয়ে মাটিতে মেলে শুকাতে দিচ্ছে।', 'একজন নারী ও একটি শিশু আছে।']"
8721.png,"['নদীতে দুইটা নৌকায় কয়েকজন লোক বসে আছে।', 'জলাশয়ে দুইটি নৌকায় পাঁচজন মানুষ আছে।']"
8722.png,"['তিনজন মহিলা মিলে ধানের আটি বাঁধছে।', 'চারজন নারী আছে।']"
8723.png,"['একজন লোক দুইটা ছেনিতে করে মাছ নিয়ে বসে আছে।', 'একজন পুরুষ বসে আছে। পিছনে একজন নারী হেঁটে আসছে। আরও পিছনে দুইজন পুরুষ আছে।']"
8724.png,"['শাড়ি পরা একজন মহিলা কাঁধে ও হাতে বস্তা নিয়ে হেঁটে যাচ্ছে।', 'রাস্তায় কয়েকজন মানুষ ও কয়েকটি রিক্সা আছে।']"
8725.png,"['একটা মেয়ে আয়না দেখে চোখে কাজল দিচ্ছে আর পাশে চারজন মেয়ে দাঁড়িয়ে তা দেখছে।', 'কয়েকজন বালিকা আছে।']"
8726.png,"['বস্তা ভর্তি একটা নৌকায় একজন মাঝি নৌকা বাইচে।', 'একজন মানুষ একটি নৌকা চালাচ্ছে।']"
8727.png,"['লাল টিশার্ট পরা একটা ছোট ছেলে পিছনে হাত দিয়ে দাঁড়িয়ে আছে।', 'একটি শিশু দাড়িয়ে আছে। পিছনে কয়েকজন মানুষ আছে।']"
8728.png,"['একটা লোক দেয়ালে নীল রঙের ডাই ঝুরিলে শুকাতে দিচ্ছে।', 'একজন বালক আছে।']"
8729.png,"['একজন লোক বৈঠা হাতে নিয়ে বসে আছে।', 'একজন পুরুষ বসে আছে।']"
8730.png,"['রাতের বেলার চাঁদের আলোয় একজন লোক বৈঠা হাতে নৌকা বাইচে।', 'নৌকার উপর একজন মানুষ আছে।']"
8731.png,"['একই রঙের কাপড় পরা বেশ কয়েকজন লোক হাতে খাবারের প্লেট নিয়ে দাঁড়িয়ে খাবার খাচ্ছে।', 'অনেকগুলো পুরুষ দাড়িয়ে আছে।']"
8732.png,"['একজন লোক কাঁধে ব্যাগ নিয়ে ক্যামেরা হাতে ছবি তুলছে।', 'একজন মানুষ ক্যামেরা দিয়ে ছবি তুলছে।']"
8733.png,"['জানালা দিয়ে দেখা যাচ্ছে একজন মহিলা সেলাই মেশিনে বসে সেলাই করছে।', 'জানালা দিয়ে একজন মানুষ দেখা যাচ্ছে।']"
