image_name,captions,Generated
389.jpg,"['একটি রাস্তায় একজন মোটরসাইকেল আরোহী ও দূরে কিছু মানুষ দেখা যাচ্ছে ।', 'একজন মোটরসাইকেল আরোহী ও দূরে কিছু মানুষ দেখা যাচ্ছে ।', 'একটি রাস্তার দুপাশের অসংখ্য গাছপালা দেখা যাচ্ছে ।', 'একজন মোটরসাইকেল আরোহী ও দূরে কিছু মানুষকে একটি রাস্তায় দেখা যাচ্ছে ।', 'গাছপালায় বেষ্টিতএকটি রাস্তায় একজন মোটরসাইকেল আরোহী ও দূরে কিছু মানুষ দেখা যাচ্ছে ।']",
405.jpg,"['একটি জঙ্গলের ছবি দেখা যাচ্ছে ।', 'জঙ্গলের মাঝে একটি জলাশয় দেখা যাচ্ছে ।', 'জঙ্গলের মাঝে একটি হাঁটাপথ দেখা যাচ্ছে ।', 'জঙ্গলের মাঝের পথে কিছু মানুষকে দেখা যাচ্ছে ।', 'জঙ্গলের মাঝে হাতাপথে কিছু মানুষ হাঁটছে ।']",
407.jpg,"['আকাশের ছবি দেখা যাচ্ছে ।', 'আকাশে মেঘ দেখা যাচ্ছে ।', 'আকাশের মেঘের উপর সূর্যের আলো পড়ছে ।', 'আকাশে নিচে একটি দালান দেখা যাচ্ছে ।', 'আকাশের নিচে কাটা তারের দালান দেখা যাচ্ছে ।']",
411.jpg,"['একটি বাটির ছবি দেখা যাচ্ছে ।', 'বাটির উপরে কিছু আইসক্রিম দেখা যাচ্ছে ।', 'কাচের বাটির উপরে একটি চামচ দেখা যাচ্ছে ।', 'একটি পিরিচের উপর একটি বাটি দেখা যাচ্ছে ।', 'কাচের বাটির উপর আইসক্রিম দেখা যাচ্ছে ।']",
425.jpg,"['একটি উঁচু জায়গার ছবি দেখা যাচ্ছে ।', 'উঁচু জায়গা থেকে সমতল ভুমি দেখা যাচ্ছে ।', 'সমতল ভুমি থেকে দূরে সাগর দেখা যাচ্ছে ।', 'সমতল ভুমিতে বাড়িঘর দেখা যাচ্ছে ।', 'সমতল ভুমিতে একটি শহর দেখা যাচ্ছে ।']",
441.jpg,"['একটি কাগজের বাক্স দেখা যাচ্ছে ।', 'কাগজের বাক্সে বিস্কুট দেখা যাচ্ছে ।', 'কাগজের বাক্সে রঙিন বিস্কুট দেখা যাচ্ছে ।', 'কাগজের বাক্সে ক্রিম বিস্কুট দেখা যাচ্ছে ।', 'কাগজের বাক্সে রঙিন ক্রিম বিস্কুট দেখা যাচ্ছে ।']",
444.jpg,"['একটি শহরের ছবি দেখা যাচ্ছে ।', 'একটি ধুসর শহরের ছবি দেখা যাচ্ছে ।', 'উচু জায়গা থেকে শহরের ছবি দেখা যাচ্ছে ।', 'একটি শহরের অনেক দালান দেখা যাচ্ছে ।', 'একটি শহরের অনেক বহুতল ভবন দেখা যাচ্ছে ।']",
466.jpg,"['কিছু গাছের ছবি দেখা যাচ্ছে ।', 'উঁচু জায়গায় কিছু গাছের ছবি দেখা যাচ্ছে ।', 'গাছের অইপাশে জঙ্গল দেখা যাচ্ছে ।', 'গাছের অন্য পাশে একটি শহর দেখা যাচ্ছে ।', 'গাছের উপরে মেঘলা আকাশ দেখা যাচ্ছে ।']",
467.jpg,"['নানা আকারের গাছ পালা দেখা যাচ্ছে ।', 'বৃহৎ আকারের সবুজ গাছ দেখা যাচ্ছে ।', 'কিছু ছোট ঝোপ আকারের গাছ দেখা যাচ্ছে ।', 'গাছপালা দেখা দূরে একটি দালান দেখা যাচ্ছে ।', 'গাছাপালার মাঝে একটি ঘর দেখা যাচ্ছে ।']",
483.jpg,"['একটি লেকের ছবি দেখা যাচ্ছে ।', 'লেকের পানিতে আলোর প্রতিফলন দেখা যাচ্ছে ।', 'লেকের দুইপাশে গাছ পালা দেখা যাচ্ছে ।', 'লেকের তীরে গাছ পালা দেখা যাচ্ছে ।', 'লেকের সবুজ পানি দেখা যাচ্ছে ।']",
487.jpg,"['একটি রাস্তার ছবি দেখা যাচ্ছে ।', 'রাস্তার পাশে একজন মানুষ দাড়িয়ে আছে ।', 'রাস্তার পাশে কিছু গাছপালা দেখা যাচ্ছে ।', 'রাস্তার পাশে একটি সাইনবোর্ড দেখা যাচ্ছে ।', 'রাস্তা থেকে দূরে পাহাড় দেখা যাচ্ছে ।']",
496.jpg,"['একটি রাস্তার ছবি দেখা যাচ্ছে ।', 'রাস্তার পাশে একজন মানুষ দাড়িয়ে আছে ।', 'রাস্তার পাশে কিছু গাছপালা দেখা যাচ্ছে ।', 'রাস্তার পাশে একটি সাইনবোর্ড দেখা যাচ্ছে ।', 'রাস্তা থেকে দূরে পাহাড় দেখা যাচ্ছে ।']",
503.jpg,"['একটি নৌকার ছবি দেখা যাচ্ছে ।', 'নদীতে একটি নৌকা দেখা যাচ্ছে ।', 'নদীর স্বচ্ছ পানিতে একটি নৌকা দেখা যাচ্ছে ।', 'নদীরে অপারে একটি পাহাড় দেখা যাচ্ছে ।', 'একটি ছাদ দেয়া নৌকা দেখা যাচ্ছে ।']",
509.jpg,"['একটি প্লেটে খাবারের ছবি দেখা যাচ্ছে ।', 'একটি সাদা প্লেটে খাবারের ছবি দেখা যাচ্ছে ।', 'একটি প্লেটে অনথন দেখা যাচ্ছে ।', 'একটি প্লেটে কিছু রান্না সবজি দেখা যাচ্ছে ।', 'একটি প্লেটে ফ্রাইড রাইস দেখা যাচ্ছে ।']",
513.jpg,"['একটি কফিকাপের ছবি দেখা যাচ্ছে ।', 'একটি কফি সহ কফি কাপের ছবি দেখা যাচ্ছে ।', 'কাপের পাশে দুটি চিনির প্যাকেট দেখা যাচ্ছে ।', 'কাপের কফির উপরে কিছু নকশা দেখা যাচ্ছে ।', 'কাপের পাশে একটি চামচ দেখা যাচ্ছে ।']",
528.jpg,"['একটি সাদা প্লেটের ছবি দেখা যাচ্ছে ।', 'একটি কাঠের টেবিলে একটি সাদা প্লেট দেখা যাচ্ছে ।', 'সাদা প্লেটে ফ্রাইড রাইস দেখা যাচ্ছে ।', 'সাদা প্লেটে কিছু সবজি দেখা যাচ্ছে ।', 'সাদা প্লেটে কিছু খাবার দেখা যাচ্ছে ।']",
531.jpg,"['একটি রাস্তার ছবি দেখা যাচ্ছে ।', 'রাস্তায় দুটি বাইক দেখা যাচ্ছে ।', 'রাস্তার পাশে গাছাপালা দেখা যাচ্ছে ।', 'রাস্তার উপরে মেঘলা আকাশ দেখা যাচ্ছে ।', 'রাস্তার পাশে একটি বাড়ি দেখা যাচ্ছে ।']",
536.jpg,"['একটি পুকুর দেখা যাচ্ছে ।', 'একটি শুকিয়ে যাওয়া পুকুর দেখা যাচ্ছে ।', 'পুকুরের চারপাশে অনেক গাছপালা দেখা যাচ্ছে ।', 'পুকুরের পাকাঘাট দেখা যাচ্ছে ।', 'পুকুরের পাকাঘাটে গাছপালা জন্মিয়েছে ।']",
539.jpg,"['একটি খালের ছবি দেখ যাচ্ছে ।', 'খালের সবুজ পানি দেখা যাচ্ছে ।', 'খালের দুইপাশে গাছপালা দেখা যাচ্ছে ।', 'খালের উপর দিয়ে একটি ব্রিজ দেখা যাচ্ছে ।', 'খাল থেকে দূরে একটি দালান দেখা যাচ্ছে ।']",
545.jpg,"['একটি কুকুর শুয়ে আছে ।', 'একটি কুকুর ঘুমিয়ে আছে ।', 'রাস্তায় একটি কুকুর দেখা যাচ্ছে ।', 'কুকুরটি রাস্তায় শুয়ে আছে ।', 'রাস্তার উপর একটি কুকুর আছে ।']",
552.jpg,"['একটি কাঁচা ছাউনি দেখা যাচ্ছে ।', 'ছাউনির নিচে একটি বেতের ঝুড়ি দেখা যাচ্ছে ।', 'ছাউনির নিচে কিছু কলা দেখা যাচ্ছে ।', 'ছাউনির নিচে কিছু কলাপাতা দেখা যাচ্ছে ।', 'ছাউনির চারপাশে গাছপালা দেখা যাচ্ছে ।']",
563.jpg,"['একটি নদীর ছবি দেখা যাচ্ছে ।', 'নদীর ঘাট দেখা যাচ্ছে ।', 'নদীর ঘাটে একটি জলযান দেখা যাচ্ছে ।', 'নদীর ঘাটের জলযানে অনেক মানুষ দেখা যাচ্ছে ।', 'নদীর ঘাটে লাল,সবুজ ও সাদা রঙ করা জলযান দেখা যাচ্ছে ।']",
565.jpg,"['একজন মানুষের ছবি দেখা যাচ্ছে ।', 'একজন মানুষ দুইহাত উঁচু করে দাড়িয়ে আছেন ।', 'একজন মানুষ উঁচু জায়গায় দুইহাত উঁচু করে দাড়িয়ে আছেন ।', 'একজন মানুষ পাহাড়ের সামনে হাত উঁচু করে দাড়িয়ে আছেন ।', 'একজন মানুষ রেইলিং এর সামনে হাত উঁচু করে দাড়িয়ে আছেন ।']",
566.jpg,"['একটি নদীর ছবি দেখা যাচ্ছে ।', 'একটি নদীর ঘোলা পানির ছবি দেখা যাচ্ছে ।', 'নদী ও আকশের ছবি দেখা যাচ্ছে ।', 'নদীতে ভাসমান একটি টায়ার দেখা যাচ্ছে ।', 'নদীর উপরে মেঘলা আকাশ দেখা যাচ্ছে ।']",
578.jpg,"['একটি কালো প্লেট দেখা যাচ্ছে ।', 'কালো প্লেটে ফ্রাইড রাইস দেখা যাচ্ছে ।', 'কালো প্লেটে স্টেক দেখা যাচ্ছে ।', 'কাঠের টেবিল এর উপর কালো প্লেট দেখা যাচ্ছে ।', 'কালো প্লেটের পাশে সস দেখা যাচ্ছে ।']",
579.jpg,"['একটি সাদা প্লেট দেখা যাচ্ছে ।', 'একটি কাঠের টেবিল এর উপর সাদা প্লেট দেখা যাচ্ছে ।', 'প্লেটে ফ্রাইড রাইস দেখা যাচ্ছে ।', 'প্লেটের উপর মাংসের স্টেক দেখা যাচ্ছে ।', 'প্লেটের উপর পটাটো ওয়েজ দেখা যাচ্ছে ।']",
584.jpg,"['একটি প্লেটে দই দেখা যাচ্ছে ।', 'দই এর উপর কলার স্লাইস দেখা যাচ্ছে ।', 'প্লেটের পাশে একটি চামচ দেখা যাচ্ছে ।', 'একজন মানুষ প্লেট টি ধরে রেখেছেন ।', 'প্লেটের দই এর উপর সিরাপ দেখা যাচ্ছে ।']",
596.jpg,"['একটি টেবিলে একটি বাটি দেখা যাচ্ছে ।', 'বাটিতে একটি চামচ দেখা যাচ্ছে ।', 'একটি বাটিতে সালাদ দেখা যাচ্ছে ।', 'একটি ম্যাটের উপর একটি বাটি দেখা যাচ্ছে ।', 'একটি ম্যাটের উপর একটি বাটিতে সালাদ দেখা যাচ্ছে ।']",
600.jpg,"['একটি মেলার ছবি দেখা যাচ্ছে ।', 'মেলায় অনেক মানুষ দেখা যাচ্ছে ।', 'মেলার একপাশে কিছু ছাতা দেওয়া আছে ।', 'মেলার দূরে কিছু গাছপালা দেখা যাচ্ছে ।', 'দূরে একটি দালান দেখা যাচ্ছে ।']",
603.jpg,"['একটি রাস্তা দেখা যাচ্ছে ।', 'আকাশ দেখা যাচ্ছে ।', 'কিছু গাছপালা রয়েছে ।', 'একটি ল্যাম্পপোস্ট দেখা যাচ্ছে ।', 'কিছু লাল রঙ এর দালান দেখা যাচ্ছে ।']",
606.jpg,"['একটি পানীয় দেখা যাচ্ছে ।', 'একটি বাদামি রঙ এর পানীয় দেখা যাচ্ছে ।', 'এর উপর একটি বাদামি চকলেট আছে ।', 'একটি চামচ আছে ।', 'চামচ টির অর্ধেক ডুবে আছে ।']",
622.jpg,"['একটি টেবিল এ কিছু খাবার রয়েছে ।', 'একটি প্লেট রয়েছে টেবিল এর উপর ।', 'প্লেট এ দুইটি তন্দুরি চিকেন বিদ্যমান ।', 'দুইটি ছোট বাটি আছে ।', 'একটি বাটিতে সবুজ কিছু এবং অন্যটিতে সাদা কিছু খাবার আছে ।']",
625.jpg,"['একটি খাদ্যবস্তু দেখা যাচ্ছে ।', 'একটি সাদা ও বাদামি রঙ এর খাবার বিদ্যমান ।', 'খাবারটি একটি বাটিতে পরিবেশন করা হয়েছে ।', 'একটি চামচ দেখা যাচ্ছে ।', 'খাবার এ সাদা রঙ বেশি দৃশ্যমান ।']",
635.jpg,"['একটি রেল লাইনের কিছু দৃশ্য বিদ্যমান ।', '৪ টি রেল লাইন দেখা যাচ্ছে ।', 'অনেক গাছপালা দৃশ্যমান ।', 'কিছু মানুষ আছে ।', 'নারিকেল গাছ দেখা যাচ্ছে ।']",
646.jpg,"['একটি গ্রামের দৃশ্য বিদ্যমান ।', 'একটি পুকুর রয়েছে ।', 'পুকুর এ কয়কজন মানুষ আছে ।', 'পুকুর এ জাল ফেলা হয়েছে ।', 'বেশ কিছু গাছ গাছালি রয়েছে ।']",
652.jpg,"['একটি বার্গার দেখা যাচ্ছে ।', 'বার্গার টি আলুমিনিয়াম ফয়েল এর উপর রাখা আছে ।', 'বার্গার এ চীজ এর পরিমান বেশি দেখা যাছে ।', 'চীজ এর বেশ কিছু অংশ গড়িয়ে পরছে ।', 'ভিতর এ আর কিছু খাবার এর অংশ দৃশ্যমান ।']",
658.jpg,"['একটি টেবিল দেখা যাচ্ছে ।', 'একটি বাদামী টেবিল দৃশ্যমান ।', 'টেবিল এ একটি সাদা প্লেট বিদ্যমান ।', 'চারকোনা প্লেটটিতে কিছু খাবার দেখা যাচ্ছে ।', 'প্লেট এ ৩ পদ এর খাবার দেখা যাচ্ছে ।']",
660.jpg,"['একটি খাবার দেখা যাচ্ছে ।', 'একটি মাংসের টুকরো দৃশ্যমান ।', 'বেশ কিছু ঝোল আছে ।', 'একটি প্লেট এ পরিবেশন করা হয়েছে ।', 'প্লেট এ একটি চামচ রয়েছে ।']",
665.jpg,"['আকাশ দেখা যাচ্ছে ।', 'সন্ধ্যা এর সুন্দর আকাশ দেখা যাচ্ছে ।', 'একটি বিরাট দালান দেখা যাচ্ছে ।', 'একটি সুন্দর দালান দেখা যাচ্ছে ।', 'অনেকগুলো জানালা দেখা যাচ্ছে ।']",
678.jpg,"['একটি স্টিল এর প্লেট দৃশ্যমান ।', 'প্লেট এ কিছু খাবার দেখা যাচ্ছে ।', '৩ পদ এর খাবার বিদ্যমান ।', 'কিছু লুচির মত আছে ।', '২ ধরনের সবজি আছে ।']",
696.jpg,"['একটি নদীর দৃশ্য দেখা যাচ্ছে ।', 'নদীতে ঢেউ দৃশ্যমান ।', 'দূরে দিগন্ত বিদ্যমান ।', 'দূরে কিছু নৌকা আছে ।', 'কিছু বাস দেখা যাচ্ছে ।']",
714.jpg,"['একটি বাড়ি দৃশ্যমান ।', 'একটি বাড়ির উপরে কিছু বরফ বিদ্যমান ।', 'একটি কমলা রঙের বাড়ি দৃশ্যমান ।', 'বাড়ির পাশে কিছু গাছ দৃশ্যমান ।', 'বাড়ির উপরে একটি পতাকা দৃশ্যমান ।']",
727.jpg,"['একটি চিত্রকল্প দেখা যাচ্ছে ।', 'একটি সৃতিস্তম্ভ দেখা যাচ্ছে ।', 'মুক্তিযুদ্ধের একটি সৃতিস্তম্ভ দেখা যাচ্ছে ।', 'ভাষা শহিদদের চিত্রকল্প দেখা যাচ্ছে ।', 'সাতজন ভাষা শহিদদের চিত্রকল্প দেখা যাচ্ছে ।']",
733.jpg,"['কিছু খাবার দৃশ্যমান ।', 'দুইটি খাবারের বাটি দেখা যাচ্ছে ।', 'খাবারের বাটিতে কিছু ফিরনি দেখা যাচ্ছে ।', 'একটি টেবিলের উপরে কিছু খাবার রয়েছে ।', 'সবুজ রঙের একটি টেবিলের উপরে কিছু খাবার রয়েছে ।']",
740.jpg,"['পরিষ্কার আকাশ দৃশ্যমান ।', 'অনেকগুলো গাছ দৃশ্যমান ।', 'সন্ধ্যার আকাশ দৃশ্যমান ।', 'সূর্যাস্তের সময় দেখা যাচ্ছে ।', 'মাঠের পাশে একটি নদী দেখা যাচ্ছে ।']",
745.jpg,"['একটি রাস্তা দৃশ্যমান ।', 'একটি রাস্তায় বৃষ্টি হচ্ছে ।', 'রাস্তায় কিছু পোস্টার দৃশ্যমান ।', 'একজন স্কুল ছাত্রী হেঁটে যাচ্ছে ।', 'রাস্তায় দুইটি রিকশা দেখা যাচ্ছে ।']",
749.jpg,"['একটি রাস্তা দৃশ্যমান ।', 'একটি পীচের তৈরি রাস্তা দৃশ্যমান ।', 'রাস্তায় কিছু মানুষ কাজ করছে ।', 'রাস্তায় কিছু রিকশা দৃশ্যমান ।', 'রাস্তায় একটি ভ্যানগাড়ি দৃশ্যমান ।']",
759.jpg,"['পথ চলাচলের একটি রাস্তা দেখা যাচ্ছে ।', 'কিছু গাছ দেখা যাচ্ছে ।', 'রাস্তার পাশে একটি পুকুর দৃশ্যমান ।', 'রাস্তার দুপাশে গাড়ি দৃশ্যমান ।', 'গাছের পাতা ভেদ করে সূর্যের আলো আসছে ।']",
766.jpg,"['পরিষ্কার আকাশ দৃশ্যমান ।', 'সন্ধ্যার আকাশ দেখা যাচ্ছে ।', 'কয়েকটি দালান দেখা যাচ্ছে ।', 'একটি বাড়ির ছাদ দৃশ্যমান ।', 'একটি বাড়ির ছাদ থেকে আকাশ দেখা যাচ্ছে ।']",
768.jpg,"['একটি সুইমিংপুল দৃশ্যমান ।', 'অনেকগুলো মানুষ দৃশ্যমান ।', 'অনেকগুলো মানুষ সুইমিংপুলে দেখা যাচ্ছে ।', 'কিছু মানুষ সুইমিংপুলে গোসল করছে ।', 'সুইমিংপুলে কিছু মানুষ আনন্দ করছে ।']",
770.jpg,"['কিছু খাবার দৃশ্যমান ।', 'টেবিলের উপরে কিছু খাবার রয়েছে ।', 'টেবিলের উপরে চারটিপ্লেটে কিছু খাবার রয়েছে ।', 'প্লেটে পরটা এবং চিকেন কাবাব বিদ্যমান ।', 'চেয়ারে একটি ব্যাগ রয়েছে ।']",
777.jpg,"['কিছু পানীয় দৃশ্যমান ।', 'কমলা রঙের কিছু পানীয় দৃশ্যমান ।', 'আট গ্লাস ফলের রস দৃশ্যমান ।', 'একটি টেবিলের উপরে কিছু ফলের রস দৃশ্যমান ।', 'টেবিলের উপরে কিছু টিস্যু দেখা যাচ্ছে ।']",
780.jpg,"['তিনটি পাখি দৃশ্যমান ।', 'একটি নীল রঙের পাখি দৃশ্যমান ।', 'একটি সবুজ রঙের পাখি দৃশ্যমান ।', 'একটি ধূসর রঙের পাখি দেখা যাচ্ছে ।', 'একটি পাখি খাচার ভিতরে রয়েছে ।']",
788.jpg,"['একটি পাখি দৃশ্যমান ।', 'একটি সবুজ রঙের পাখি দৃশ্যমান ।', 'একটি টিয়া পাখি দেখা যাচ্ছে ।', 'একটি পাখির খাঁচা দৃশ্যমান ।', 'পাখির হলুদ রঙের খাঁচা দেখা যাচ্ছে ।']",
794.jpg,"['একটি ফুল দৃশ্যমান ।', 'একটি লাল রঙের ফুল দৃশ্যমান ।', 'একটি ফুল গাছ দৃশ্যমান ।', 'একটি লাল রঙের ফুল গাছ দৃশ্যমান ।', 'একটি জবা ফুল দেখা যাচ্ছে ।']",
795.jpg,"['কিছু ফুল দৃশ্যমান ।', 'কিছু ফুল গাছ দেখা যাচ্ছে ।', 'কিছু গোলাপি রঙের ফুল দৃশ্যমান ।', 'কিছু সাদা রঙের পাথর দেখা যাচ্ছে ।', 'কিছু গোলাপি রঙের ফুলগাছ দৃশ্যমান ।']",
796.jpg,"['আকাশ দেখা যাচ্ছে ।', 'আকাশে সাদা মেঘ দৃশ্যমান ।', 'কিছু গাছ দেখা যাচ্ছে ।', 'দুইটা দালান দেখা যাচ্ছে ।', 'সন্ধ্যার আকাশ দেখা যাচ্ছে ।']",
810.jpg,"['খোলা আকাশের নিচে একটি বৌদ্ধ মন্দির রয়েছে ।', 'সোনালী রঙের একটি বৌদ্ধ মন্দির দেখা যাচ্ছে ।', 'পাহাড়ের চূড়ায় একটি বৌদ্ধ মন্দির দেখা যাচ্ছে ।', 'কাঠের তৈরি সিড়ি দেখা যাচ্ছে ।', 'অনেক গুলো দর্শনার্থী দেখা যাচ্ছে ।']",
822.jpg,"['পরিস্কার নীল আকাশ দেখা যাচ্ছে ।', 'পাহাড়ের চূড়ায় একটি ঘর রয়েছে ।', 'কাঠের তৈরি ছাউনি দেখা যাচ্ছে ।', 'অনেক গুলো গাছপালা রয়েছে ।', 'সাদা রঙের ঘর গাছের ফাঁকে উঁকি দিচ্ছে ।']",
841.jpg,"['সুন্দর একটি আকাশ দেখা যাচ্ছে ।', 'উঁচুনিচু অনেকগুলো পাহাড় দেখা যাচ্ছে ।', 'দূরে সমুদ্র দেখা যাচ্ছে ।', 'ড্রোন কার রয়েছে ।', 'নিচে ব্রীজ রয়েছে ।']",
843.jpg,"['খাঁচায় একটি পাখি রয়েছে ।', 'একটি কালো রঙের পাখি রয়েছে ।', 'পাখির মাথায় সুন্দর পেখম রয়েছে ।', 'ডানা গুলো অনেক লম্বা ।', 'কালো রঙের একটি পাখি দেখা যাচ্ছে ।']",
846.jpg,"['মেঘাছন্ন আকাশ দেখা যাচ্ছে ।', 'গাছপালা রয়েছে ।', 'একটি নদী রয়েছে ।', 'একটি নদী রয়েছে ।', 'ছোট-বড় অনেকগুলো পাহাড় রয়েছে ।']",
850.jpg,"['একটি কার দেখা যাচ্ছে ।', 'একটি নীল রঙের কার দেখা যাচ্ছে ।', 'একটি টেসলা কার দেখা যাচ্ছে ।', 'এয়ারপোর্টে একটি কার দেখা যাচ্ছে ।', 'যাত্রীরা অপেক্ষা করতে দেখা যাচ্ছে ।']",
853.jpg,"['একটি ফুলের বাগান দেখা যাচ্ছে ।', 'অনেক গুলো ফুল রয়েছে ।', 'গোলাপী রঙের ফুল দেখা যাচ্ছে ।', 'একটি ফুলের বাগান দেখা যাচ্ছে ।', 'ঘাসের উপর অনেক গুলো ফুল দেখা যাচ্ছে ।']",
862.jpg,"['পরিস্কার আকাশ দেখা যাচ্ছে ।', 'নীল রঙের আকাশ দেখা যাচ্ছে ।', 'একটি শহর দেখা যাচ্ছে ।', 'ছোট বড় অনেক ঘর দেখা যাচ্ছে ।', 'মসজিদ রয়েছে ।']",
874.jpg,"['একটি বিশাল জায়গা রয়েছে ।', 'একটি সরু গলি রয়েছে ।', 'একটি সরু গলিতে কিছু মানুষ হেটে যাচ্ছে ।', 'একটি সরু গলির মাঝে একটি ঘড়ি দেখা যাচ্ছে ।', 'কিছু ব্যাক্তি ব্যাগ হাতে হেটে যাচ্ছে ।']",
886.jpg,"['একটি বিশাল নদী রয়েছে ।', 'একটি বিশাল নদীর দুধার দেখা যাচ্ছে ।', 'একটি বিশাল নদীর ধারে ঘাস দৃশ্যমান ।', 'একটি খরস্রোতা নদী দৃশ্যমান ।', 'একটি নদীর ধারে কাশবন রয়েছে ।']",
888.jpg,"['একটি প্লেটে খাবার বিদ্যমান ।', 'একটি প্লেটে কিছু খাবার পরিবেশন করা আছে ।', 'একটি প্লেটে খাবার কে তাপ দেয়া হচ্ছে ।', 'একজন ব্যক্তি বার্ণার দিয়ে খাবারে তাপ দিচ্ছে ।', 'একটি প্লেট ভর্তি খাবার রয়েছে ।']",
893.jpg,"['রেস্টুরেন্টে টেবিলে একজন ব্যক্তি বসে আছে ।', 'রেস্টুরেন্টের টেবিলে তিনটি কাপ পরিবেশন করা আছে ।', 'রেস্টুরেন্টে জানলা দিয়ে উঁচু ভবন দেখা যাচ্ছে ।', 'টেবিলে তিনটি ভিন্ন রংয়ের কাজ দেখা যাচ্ছে ।', 'টেবিলের অপর পাশে গোলাপি জামা পরিধান করে একজন বসে আছে ।']",
894.jpg,"['কিছু খাবার দেখা যাচ্ছে ।', 'একটি প্লেটে খাদ্য পরিবেশন করা আছে ।', 'একটি প্লেট এবং একটি গ্লাস পরিবেশন করা হয়েছে ।', 'একটি প্লেটে খাবার দেখা যাচ্ছে ।', 'একটি ছোট বাটিতে কিছু খাবার এবং চামচ রাখা আছে ।']",
899.jpg,"['খাবার পরিবেশন করা রয়েছে ।', 'দুজন ব্যক্তির সামনে কিছু খাদ্য পরিবেশন করা হয়েছে ।', 'কিছু থাল এবং গ্লাস পরিবেশন করা আছে ।', 'লুচি এবং তরকারি পরিবেশন করা আছে ।', 'দুজন ব্যক্তি খেতে বসেছে ।']",
913.jpg,"['দুটি ছোট উদ্ভিদ ঝুলিয়ে রাখা ।', 'সবুজ রঙের কিছু চারাগাছ দেখা যাচ্ছে ।', 'দুটি টবে কিছু উদ্ভিদ রয়েছে ।', 'ভবনের সৌন্দর্যবর্ধনে লাগানো কিছু গাছ ।', 'বাদামি রঙের টবে লাগানো চারাগাছ ।']",
926.jpg,"['একটি বিনোদন কেন্দ্র ।', 'দুজন প্রতিযোগী এগিয়ে যাচ্ছে ।', 'সাধারণ গাড়ি থেকে আলাদা দুটি গাড়ি দেখা যাচ্ছে ।', 'একটি প্রতিযোগিতার মুহুর্ত ।', 'মসৃণ পথে দুটি গাড়ি চলছে ।']",
931.jpg,"['একটি স্থাপত্য নকশা ।', 'একটি শহরের নকশা ফুটিয়ে তোলা হয়েছে ।', 'একটি স্থাপত্য নকশা দর্শনার্থীরা দেখছে ।', 'একটি শহরের স্থাপত্যকলার নকশা ।', 'প্রাচীনকালের শহরের নকশা ।']",
937.jpg,"['একটি আকাশচুম্বী ভবন ।', 'দুবাইয়ের একটি বিখ্যাত স্থাপনা ।', 'বুর্জ খলিফা, দুবাই ।', 'পৃথিবীর সবচেয়ে উঁচু ভবন ।', 'একটি অনন্য সুন্দর ভবন ।']",
939.jpg,"['একটি কবুতর ।', 'একটি কবুতর বসে আছে ।', 'ঘুরে বেড়ানো একটি কবুতর ।', 'কবুতর বিশ্রাম নিচ্ছে ।', 'বাদামি সাদা বর্ণের একটি কবুতর ।']",
943.jpg,"['একটি ফল গাছ ।', 'গাছে ফল ধরেছে ।', 'একটি খেজুর গাছ ।', 'খেজুর গাছে খেজুর দেখা যাচ্ছে ।', 'গাছে কাঁচা খেজুর দেখা যাচ্ছে ।']",
950.jpg,"['একটি বিড়াল ।', 'একটি বিড়াল শুয়ে আছে ।', 'বিড়ালটি বিশ্রাম নিচ্ছে ।', 'বিড়াল ঘুমাচ্ছে ।', 'সাদা রঙের বিড়ালটি ঘুমাচ্ছে ।']",
952.jpg,"['একজনকে যোগাসনে দেখা যাচ্ছে ।', 'একটি ছবির প্রদর্শনী তে একজন যোগাসন করছে ।', 'একটি ছেলে যোগাসনে বসে আছে ।', 'একটি ছেলে বসে আছে ।', 'প্রদর্শনীতে যোগাসন করা একটি ছেলে ।']",
968.jpg,"['কোনো একটি গ্রামের দৃশ্য ।', 'একটি গ্রামীণ রাস্তা ।', 'গ্রামের চিরচেনা দৃশ্য ।', 'কোন একটি গ্রামের পাকা রাস্তা ।', 'রাস্তা দিয়ে লোকজন যাতায়াত করছে ।']",
986.jpg,"['একটি বিড়াল ।', 'বিড়ালটি বিশ্রাম নিচ্ছে ।', 'একটি বিড়াল শুয়ে আছে ।', 'একটি বিড়াল বিছানায় শুয়ে আছে ।', 'একটি বিড়াল বিছানায় কিছু খাতার পাশে বিশ্রাম নিচ্ছে ।']",
987.jpg,"['কিছু পাখি দেখা যাচ্ছে ।', 'কিছু পাখির খাঁচার উপর বসে আছে ।', '৩ টি পাখি খাঁচার উপর বসে আছে ।', 'রঙিন কিছু পাখি দেখা যাচ্ছে ।', 'কিছু পাখি বসে রয়েছে ।']",
993.jpg,"['গ্রামের চিরচেনা দৃশ্য ।', 'কোন একটি গ্রামের পাকা রাস্তা ।', ""রাস্তার দু'পাশে সারি সারি গাছ ।"", 'রাস্তার পাশ দিয়ে কয়েকজন হেটে যাচ্ছে ।', 'একটি গ্রামীণ রাস্তা ।']",
